"시나리오별(1)","시도별(1)","성별(1)","연령별(1)",2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","남자","90 - 94세",6933,7693,8406,9258,10314,12015,13975,15850,17870,20178,22180,24339,27796,30547,31259,32384
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","남자","95 - 99세",1475,1468,1503,1557,1799,1999,2222,2535,2901,3300,3888,4540,5162,5836,6620,7293
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","남자","100세 이상",178,226,241,266,260,248,237,259,291,343,375,413,475,548,631,747
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","계",4951450,4902986,4869223,4865189,4873178,4852072,4830194,4808996,4788334,4768232,4749028,4731027,4713889,4697483,4681686,4666265
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","0 - 4세",140434,125488,114744,105857,98219,91226,85787,83230,83473,86080,90639,95749,100406,104585,108210,111268
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","5 - 9세",168872,163329,154897,145506,137685,126153,114610,105299,97464,90519,84442,79730,77512,77675,79924,83942
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","10 - 14세",170981,171237,169097,165579,163200,162194,158414,151837,143012,134663,123684,112612,103674,96185,89543,83729
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","15 - 19세",211849,194165,188333,185033,180128,176112,177370,176963,174051,171284,170771,167383,160827,152048,143739,132848
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","20 - 24세",357604,347477,335574,326705,320033,301686,279837,267159,260491,253770,251279,254386,255378,252611,250209,250670
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","25 - 29세",424230,429717,428030,432735,434727,434675,430504,417603,400069,383903,361998,338220,326543,322871,318408,316801
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","30 - 34세",368094,367464,374025,387584,397819,406059,414639,416233,417073,414424,412192,406636,392176,373820,358377,338021
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","35 - 39세",375216,357159,339201,327578,325514,325638,327098,336562,347360,354961,361906,368844,369025,368824,365388,362914
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","40 - 44세",354463,356143,360056,361094,358512,343110,330000,315159,303514,299139,299467,300985,309912,319686,326512,332825
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","45 - 49세",403219,380243,361562,345571,335880,337328,341933,347822,349789,345506,330853,318373,303948,292732,288576,288941
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","50 - 54세",393099,398914,403137,403373,395533,383074,363748,347858,333541,323598,325839,330880,337167,339457,335425,321253
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","55 - 59세",388213,368424,362980,356733,366675,368334,376644,382093,382723,374074,363103,345579,331407,318494,309619,312356
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","60 - 64세",372376,383632,379899,381235,372583,361045,345532,342292,336653,346562,349015,357586,363118,364181,356412,346562
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","65 - 69세",270609,290439,304224,319790,335879,345054,358939,357654,360520,352876,343242,329669,327806,323345,334130,337268
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","70 - 74세",209205,215540,218783,224276,232769,250749,270994,285177,300381,316239,326564,341634,342002,346392,340095,331904
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","75 - 79세",159729,158865,165233,172265,181314,190946,197260,201037,206592,214509,232330,251953,265921,281100,297011,308023
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","80세이상",183257,194750,209448,224275,236708,248689,256885,275018,291628,306125,321704,330808,347067,363477,380108,406940
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","80 - 84세",104479,109618,118572,127202,131323,135347,135077,141559,147753,155299,163975,169347,173463,179268,186984,203918
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","85 - 89세",52829,57462,61785,66037,71499,75806,80375,87989,94624,97127,100022,99460,105252,110539,116514,123386
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","90 - 94세",20580,21929,22991,24318,26304,29116,32327,35451,38246,41518,44085,46878,51704,55657,56917,58513
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","95 - 99세",4696,5004,5300,5795,6637,7423,8022,8757,9553,10510,11756,13104,14405,15533,16930,18008
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","서울특별시","여자","100세 이상",673,737,800,923,945,997,1084,1262,1452,1671,1866,2019,2243,2480,2763,3115
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","계",3355632,3333677,3303196,3284246,3264616,3238541,3212144,3186255,3160958,3136197,3111904,3087879,3063915,3039871,3015506,2990630
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","0 - 4세",101955,92048,84210,77541,71854,66828,63052,60355,59273,59732,61411,63445,65178,66582,67664,68446
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","5 - 9세",132197,130322,125727,119495,112449,102928,92645,84541,77660,71993,67008,63298,60688,59678,60156,61811
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","10 - 14세",125014,128369,130259,130284,130383,131641,129630,125214,118880,111633,102162,91972,83936,77108,71511,66604
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","15 - 19세",149820,136855,131604,129439,126148,125315,128397,130401,130196,130178,131325,129221,124722,118373,111144,101776
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","20 - 24세",220245,212907,197665,189331,181962,167682,154104,148239,145837,143223,143070,146268,148108,147485,147239,148115
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","25 - 29세",225785,226485,220238,214446,207710,203936,198881,188611,178510,169554,156942,146047,142282,141517,139799,139556
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","30 - 34세",192846,193665,199001,205267,207914,208004,208104,203706,198320,192328,188600,183237,173348,163980,155869,144715
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","35 - 39세",231920,216887,202318,192225,187413,187300,187448,192046,196682,199064,199457,199974,196059,191141,185510,181880
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","40 - 44세",234320,240333,246078,246666,241923,227683,213279,199109,188877,183994,183803,183829,188258,192790,195240,195843
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","45 - 49세",265241,252683,241634,232818,226866,229945,235845,241616,241973,237008,223258,209475,195839,185939,181199,181019
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","50 - 54세",272629,273667,273983,272632,265838,258379,246617,236014,227607,221652,224730,230441,236062,236482,231755,218490
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","55 - 59세",286654,270189,263009,255196,262221,263275,264999,265750,264525,257947,250963,239748,229688,221683,215998,219080
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","60 - 64세",288741,299294,297455,297091,286098,273476,258592,252629,245874,252975,254393,256418,257466,256603,250519,243968
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","65 - 69세",218202,233781,243580,254432,266898,272435,283497,282815,283368,273224,261969,248484,243485,237590,245009,246738
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","70 - 74세",161407,171578,178129,183912,188787,202785,217711,227789,238448,250436,256411,267683,267670,268910,259804,249751
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","75 - 79세",123269,119529,123253,127632,136444,144643,153958,160544,166242,170892,184286,198289,207994,218256,229767,236066
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","80세이상",125387,135085,145053,155839,163708,172286,175385,186876,198686,210364,222116,230050,243132,255754,267323,286772
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","80 - 84세",76462,81672,87960,94949,96996,99656,96689,100741,105151,112730,119923,127445,133440,138767,143152,155380
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","85 - 89세",34657,38166,40783,43597,47722,51358,55098,60063,65286,66540,68374,66030,69574,73404,79146,84571
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","90 - 94세",11666,12418,13299,13981,15276,17260,19284,21197,22898,25142,27091,29088,31847,34657,35188,36139
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","95 - 99세",2304,2483,2644,2916,3336,3620,3895,4401,4791,5310,6034,6737,7414,7981,8780,9478
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","계","100세 이상",298,346,367,396,378,392,419,474,560,642,694,750,857,945,1057,1204
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","계",1642998,1630270,1613179,1602086,1590811,1576043,1561238,1546776,1532696,1519023,1505727,1492684,1479806,1467029,1454235,1441317
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","0 - 4세",52296,47193,43174,39651,36986,34357,32314,30954,30390,30631,31492,32537,33426,34148,34702,35102
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","5 - 9세",67813,66907,64429,61376,57430,52655,47424,43292,39700,36957,34349,32354,31045,30523,30775,31623
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","10 - 14세",64461,65986,66891,66883,67010,67425,66514,64137,60934,56977,52231,47039,42943,39380,36668,34093
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","15 - 19세",77611,70748,67891,66618,64716,64219,65516,66408,66292,66368,66720,65753,63331,60139,56229,51567
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","20 - 24세",114204,109843,101818,97534,93406,85674,78318,75362,73673,71963,71759,73130,73974,73706,73643,73863
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","25 - 29세",119148,119322,115328,111651,108236,106193,103608,98049,92916,87928,81156,75232,73268,72379,71292,71147
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","30 - 34세",100115,100544,103635,107550,109018,108814,108757,106290,103024,100069,98028,95258,90059,85474,80987,75058
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","35 - 39세",118568,111221,103944,99078,96820,97304,97532,100118,103025,104309,104377,104652,102507,99532,96756,94721
"중위 추계(기본 추계: 출산율-중위 / 기대수명-중위 / 국제이동-중위 / 국내이동-중위)","부산광역시","남자","40 - 44세",119357,122483,125283,125386,123197,116007,109055,101961,96971,94714,95187,95354,97883,100751,102102,102344
